PatientID,Age,Gender,Pregnancies,Glucose,BloodPressure,SkinThickness,Insulin,BMI,DiabetesPedigreeFunction,Outcome,PatientName,Email,SSN,Phone,Address,BirthDate,CreditCard
1053,80,Male,1,158.4,85.7,15.1,143.7,25.3,1.76,1,Lori Reynolds,rpena@example.org,867-33-1578,+1-886-456-0476x3453,"3471 Sawyer Radial Apt. 625, Port Christy, IL 40667",2003-08-03,340215515771882
1054,50,Male,14,193.0,71.0,47.3,236.0,44.7,0.37,0,Andrea Farmer,mccoychelsea@example.net,912-53-7632,+1-736-734-3747,"307 Martinez Ville Suite 469, Port Matthewchester, AZ 42427",1950-06-21,4661834057155
1055,75,Female,10,108.5,60.6,44.7,171.8,36.1,1.68,1,Kevin Davis,lopezbryan@example.org,107-74-7938,(952)509-5899,"062 Rodriguez Path Suite 048, East Maureen, AL 65509",1978-11-08,213120698910816
1056,62,Male,8,70.1,69.9,19.3,193.0,30.5,0.77,0,Michael Carter,esanchez@example.net,294-27-3209,+1-641-952-8891,"USNS Thomas, FPO AE 16215",1947-05-14,6011196837152750
1057,71,Male,11,105.4,76.3,41.1,274.3,34.6,0.17,1,Benjamin Hoover,joseph71@example.com,973-42-1752,2022876503,"92853 Joseph Creek Suite 867, South Steven, SD 78629",1935-05-16,4476546574803101
1058,37,Female,0,98.3,102.9,34.3,75.6,25.4,1.1,1,Miss Heidi Wright,riverarobert@example.org,909-38-1011,707.502.0894x8402,"640 Carolyn Plaza, Julieville, HI 11725",1954-08-26,630414666218
1059,25,Male,14,156.0,87.8,48.8,177.8,25.4,1.14,0,Hannah Oconnor,wnguyen@example.net,460-89-5746,554-207-2220x75053,"7750 Stevens Summit Apt. 719, Charlesberg, NY 07054",1959-04-22,676138692568
1060,49,Male,8,152.4,55.4,24.9,135.1,21.1,1.22,1,Troy Mccullough,lewisrobert@example.org,246-92-2037,(294)579-2980,"6944 Powers Land, New Jessica, TX 79298",1976-06-22,4561946126437
1061,24,Female,14,147.1,51.3,37.3,25.3,21.1,1.79,1,Charles Simpson,graynicholas@example.com,358-66-3028,(497)828-6240,"4434 Vazquez Glens, Careymouth, OK 30884",1937-05-15,377806956907021
1062,30,Male,0,72.1,57.2,12.5,18.8,27.4,0.84,1,Ellen Brewer,ralph45@example.org,327-86-7714,+1-608-703-6323x0005,"2065 Joshua Cove, Port Joseph, MN 94477",1995-03-29,4144820450577
1063,76,Male,9,164.7,78.7,25.8,46.1,38.6,0.86,1,Rebecca Fischer,sheltondiana@example.org,390-80-3253,+1-801-318-5423x8094,"02866 Johnson Flat Apt. 957, Grahamfurt, NM 92477",1954-08-19,2291325012617077
1064,37,Female,12,112.1,115.3,48.6,184.4,34.4,0.25,1,Benjamin Larson,murrayallison@example.net,625-49-6399,422.601.2085,"759 Moore Plains Apt. 891, Amandafurt, AS 25962",1984-10-16,060424446270
1065,30,Female,9,156.5,94.6,31.6,163.0,20.8,1.75,1,Toni Miller,huntjames@example.org,241-97-3289,766-517-0247x93668,"117 Ricky Burg, Johnathanchester, RI 78920",1979-02-11,4515836847094312
1066,37,Female,1,142.4,106.1,21.5,159.4,41.0,1.46,1,Diana Simon,njohnson@example.com,377-15-4636,(949)420-2978x21505,"098 Amber Mountain, Snyderport, GA 63828",1979-01-09,4114831711523517
1067,80,Male,15,114.6,82.6,14.8,23.3,34.2,0.94,0,Amy Rodriguez,zedwards@example.org,354-12-6602,6377623723,"0490 Darlene Ports Apt. 316, Huntton, GU 39401",1956-08-13,30264138562265
1068,40,Female,5,87.5,75.3,38.1,137.5,43.9,1.79,0,Misty Maldonado,evan88@example.net,895-15-5930,909.907.9242x8819,"44880 Meyer Tunnel, Port Robert, ID 18568",1955-02-27,4520315202534
1069,44,Male,5,82.3,57.6,35.8,256.3,36.1,1.39,0,Marie Myers,amber46@example.com,387-18-3418,(436)869-3784,"95293 William Court, Cathybury, AS 82306",1984-02-27,180023193112673
1070,25,Female,0,178.1,111.3,25.0,118.8,22.7,1.23,0,Crystal Griffin,cynthia80@example.org,581-66-9631,637.245.7861,"Unit 1433 Box 7661, DPO AP 82090",1992-06-04,4435318395898
1071,54,Male,6,189.4,104.8,48.0,178.1,30.8,1.33,0,Erica Jones,angelafrazier@example.com,914-90-9568,271-922-8060x952,"425 Michael Drives, Emilyborough, IA 20959",1954-12-20,213114967017825
1072,26,Female,7,154.5,61.8,10.9,218.5,35.5,1.63,1,Heidi Jones,justin00@example.org,219-58-8190,+1-392-306-1284x241,"439 Robinson Mill Suite 755, Reynoldsport, NC 17864",1958-09-26,4221366048793541
1073,73,Female,1,83.4,85.9,22.1,219.6,18.8,1.68,0,Matthew Kelly,cynthia17@example.org,564-57-3692,543.304.9804x08427,"6924 Moore Road Apt. 373, Wayneland, SD 84805",1938-04-18,6011031407657641
1074,22,Female,7,122.3,84.1,46.8,150.5,18.4,0.79,0,Charles West,thomasgreen@example.com,526-54-4434,623-252-7383,"142 Bailey Greens Apt. 839, Christopherview, VA 40623",1942-12-14,4742717375861863101
1075,33,Female,8,164.8,93.8,22.8,238.9,21.5,0.44,1,Christina Duncan,stephanielong@example.net,436-99-3891,827-793-9246x72472,"0893 Joshua Wells Apt. 475, Barneston, SD 58501",1941-03-23,4585718627442918
1076,63,Male,5,171.4,116.2,20.1,117.1,24.8,0.48,0,Christopher Morris,fuenteslarry@example.com,937-54-4964,(589)973-2306x1613,"9633 Ware Ville, North Heatherburgh, CO 68683",1938-06-25,4260684674191
1077,63,Female,4,85.4,90.6,31.4,246.9,29.6,1.63,1,Teresa Garcia,vcarroll@example.com,180-41-2133,001-326-992-4981,"508 Smith Summit, Lake Michaelburgh, SD 12234",1981-12-01,4515144129166589
1078,68,Female,11,70.0,87.8,43.0,77.7,31.2,2.19,1,Melissa Johnson,hspencer@example.org,595-64-8862,730-406-9107x2719,"09145 Hughes Viaduct Apt. 898, West Terristad, MA 20524",1966-12-15,630435264159
1079,31,Male,8,162.6,53.5,14.1,88.1,21.7,1.08,0,Juan Bray,blankenshipalicia@example.org,293-39-2080,(453)859-9905,"22431 Michael Crossing Suite 650, North Janetton, DE 90222",1952-07-19,2403772316250698
1080,71,Female,15,116.4,54.4,47.7,28.9,36.2,0.51,0,Mr. Jamie Garcia MD,kimberlyromero@example.org,364-68-8862,2525503576,"762 Gross Trafficway Apt. 404, Jonview, MO 99103",1979-07-10,6011301763508930
1081,67,Male,12,103.1,63.1,41.8,222.6,34.1,1.92,1,Susan Pearson,phillipchambers@example.org,377-32-8643,(644)475-9937x20785,"08132 Green Street, Westchester, IA 30099",1985-08-15,501892074532
1082,77,Female,11,71.7,52.3,17.3,123.9,26.0,2.1,1,Charles Mora,amycarey@example.org,276-35-3497,697-604-4569x5297,"1820 Matthew Spurs, New Emily, CT 39779",1952-07-26,6011310158054582
1083,43,Female,10,140.2,102.0,38.5,74.8,18.4,2.21,0,Sarah Smith,josephwiggins@example.com,883-22-2237,001-549-679-5573x349,"2568 Patel Knoll, Lake Morganshire, MN 13327",2005-02-16,2291909464208327
1084,75,Female,8,180.6,100.6,25.4,75.5,20.1,1.56,1,Matthew York,kimberly64@example.org,765-72-7339,481-818-6037x983,"364 Derek Ways, Knappshire, OK 43163",1963-09-14,6544209788711122
1085,36,Male,0,194.5,59.5,26.1,250.3,28.6,2.17,0,Paul Price,tcox@example.org,841-11-7487,+1-854-609-1675,"6571 Jennifer Drive Suite 537, Melissaburgh, SC 81222",2002-05-11,4444710393773580572
1086,51,Female,10,143.5,108.5,41.3,232.7,22.2,0.14,0,Christina Moore,gsexton@example.net,879-19-7353,871.729.5133,"92700 Amber Ports, Brownchester, LA 29303",1939-02-02,180044805350188
1087,31,Female,2,136.9,60.8,48.5,159.5,28.2,0.36,0,Nicole Hawkins,tyler27@example.com,669-93-2231,307-399-2072,"128 Pham Place, Walkerstad, MS 11766",1963-08-30,36351621542328
1088,74,Female,8,81.1,71.1,15.1,175.8,35.0,0.32,0,Sandra Johnson,rmarshall@example.net,687-28-2296,458-697-7823x16074,"8842 Julie Forest Apt. 730, Lake Jennifer, WA 04229",1998-06-16,4880874729696125
1089,36,Male,10,141.4,67.4,26.8,138.8,32.8,1.81,1,James Collier,nberry@example.net,766-51-4882,(597)501-0351x78805,"6911 Julie Stravenue Suite 455, Jacobburgh, AR 77983",1981-04-12,376737485837192
1090,28,Male,1,119.4,76.1,29.2,117.2,24.2,0.27,1,Kenneth Martinez,emason@example.net,913-43-6222,001-625-993-4321x27282,"29884 Koch Forges Apt. 694, Everettside, NE 49400",1961-01-07,4530292350662858
1091,24,Female,11,148.9,67.8,25.1,253.9,27.3,1.29,0,Steven Wong,greenkristina@example.net,381-41-1877,973-314-6375x808,"5446 Jennings Fall Suite 677, South Erik, PR 51405",1974-10-10,4408678392141201395
1092,60,Male,3,120.5,84.2,24.5,47.8,34.6,1.23,0,Kenneth Sanders,wjones@example.com,120-75-4652,665-785-7744x8930,"8813 Huber Road, Wendystad, OR 15198",1983-11-04,347711541587725
1093,24,Female,3,101.2,78.5,12.1,124.2,41.2,0.85,1,Lori Johnston,hannah72@example.com,871-50-2096,(313)636-4517x432,"Unit 8708 Box 7034, DPO AA 79635",1956-09-27,213176490788065
1094,76,Female,1,82.3,119.1,37.4,104.9,38.3,2.19,1,Robin Huber,kholden@example.org,252-85-3799,336.475.8575x069,"2109 Judy Centers Apt. 050, West Corytown, UT 11025",1979-01-06,6011554200776417
1095,45,Female,14,110.9,53.9,27.4,145.0,32.9,0.51,1,Lisa Collins,allen34@example.net,710-87-7633,+1-542-932-1340x3864,"00734 Virginia Row, Matthewsland, IN 64862",1975-07-16,3508599618348678
1096,23,Female,2,82.6,60.0,17.8,134.4,27.8,0.95,1,Pamela Lee,gilbertcody@example.com,935-28-7329,(753)431-9069x26807,"1395 Wilson Place Suite 174, Jeffersontown, AK 88746",1997-01-29,4852871558581451336
1097,52,Female,12,93.0,53.7,42.6,150.4,27.9,1.96,1,Thomas Hartman,wilsonamber@example.net,839-80-8167,887.545.8225,"007 Holden Center Apt. 752, New Collinstad, KY 16995",1988-07-17,3568498032919692
1098,23,Female,2,198.4,93.8,42.1,51.5,41.7,0.17,0,Mary Mendoza,toddquinn@example.com,148-13-9170,+1-951-462-4932,"662 Ramirez Circles Suite 897, Garciaville, MD 10839",1956-02-26,30024954267013
1099,47,Female,0,127.7,53.8,29.5,148.9,19.1,1.72,0,Eric Wells,cunninghamchristina@example.org,871-23-2905,325-483-9011,"6015 Patrick Crossing, Griffinberg, MO 37929",1955-11-04,4036456648674
1100,49,Male,5,139.1,108.6,21.9,78.3,44.7,2.06,0,Eric Cortez,ericsnyder@example.net,481-64-5448,649-821-7451x376,"45163 Smith Creek Apt. 336, East Victorview, AS 34504",1958-09-08,3561326533890988
1101,52,Male,15,183.6,85.8,35.5,63.1,35.9,2.34,0,Nicholas Martin,amberwoods@example.org,628-36-9477,+1-780-547-1427x553,"25051 Sullivan Island, Karenshire, VA 34461",1962-04-29,213126534083783
1102,70,Male,7,199.4,86.9,21.5,31.9,36.4,2.2,1,Shane Roberts,fescobar@example.com,288-57-4121,+1-797-604-1042x937,"USCGC Hayes, FPO AA 62142",1955-03-25,630473365710
1103,78,Male,11,145.8,89.3,19.4,214.1,19.0,0.87,1,Shaun Mccall,anthonypeterson@example.com,705-67-9462,(422)294-2215x740,"88673 Jesus Light, North Brenda, CT 79159",1940-11-02,30182106753478
1104,71,Male,2,175.6,62.0,39.2,126.6,34.3,1.51,0,John Summers,suttonsara@example.org,321-35-5664,001-393-562-6063x456,"7446 Jordan Isle, North Michaelborough, HI 50502",1991-04-02,3584087052760217
1105,39,Male,4,112.5,63.8,11.6,178.6,31.1,0.29,0,Randall Lawson,rebecca40@example.org,283-73-8169,(542)420-0533,"62725 Shane Rapids, Bergtown, ME 47138",2000-03-21,4389794861795913
1106,41,Male,0,109.7,72.3,13.8,204.9,20.9,0.72,1,Jesse Watkins,vickiesmith@example.net,849-30-8323,687.474.7996,"6103 Perez Turnpike Suite 536, Rosalesmouth, PW 43752",1953-04-18,6011457532475056
1107,25,Female,9,122.4,91.5,10.3,192.3,25.5,0.33,0,Brittney Rodriguez,peter16@example.com,389-34-1227,451.770.2036x269,"Unit 0622 Box 6382, DPO AE 32156",1949-12-27,4174340509068526
1108,38,Female,6,157.4,64.7,16.1,137.8,42.0,0.86,0,Tyler Knox,stevenjohnson@example.com,224-68-3201,+1-432-880-4293,"1189 Laura Lodge, Christopherborough, MH 78716",1948-02-26,2293362212288001
1109,48,Female,9,158.7,58.1,12.8,116.2,32.8,2.2,1,David Palmer,michelle42@example.net,184-62-4661,001-765-891-5268x478,"Unit 6952 Box 2098, DPO AA 64261",1989-10-24,6011457856278532
1110,62,Female,12,111.0,117.9,49.8,113.1,29.2,0.93,1,Gregory Black,steven51@example.net,999-36-9247,001-335-816-9753x033,"805 Rhodes Rue, West Juliemouth, MI 93818",1959-06-02,2225681561178973
1111,42,Male,0,87.3,51.5,21.6,182.1,20.0,1.45,1,Patricia Fleming DVM,reginawatson@example.net,528-27-8790,926.285.0364x7691,"9020 Leon Green, South Tonimouth, TX 54277",1958-10-17,3586217500510108
1112,41,Male,11,152.2,106.2,16.0,144.1,37.3,1.14,0,Rodney Giles,jessica01@example.com,728-90-9961,363-382-8918,"16949 Olson Circles, Hernandezberg, WY 75693",1980-11-03,4689213377966469
1113,26,Female,10,86.7,105.2,19.6,236.6,37.0,1.2,1,Trevor Nguyen,rebecca98@example.org,409-44-4290,532-859-2309,"Unit 3685 Box 3069, DPO AP 34802",1956-04-21,180042590904060
1114,21,Female,8,145.2,70.8,47.4,243.3,34.6,2.43,1,Christopher Bennett,edward99@example.net,174-65-2409,+1-685-995-9085x880,"897 Julie Rue, South Michael, AS 61754",1945-03-18,4702377105836907
1115,25,Male,7,160.1,59.5,30.8,59.5,31.8,0.81,0,Wesley Ford,victoria29@example.com,570-29-3421,(219)829-1037,"Unit 5913 Box 6030, DPO AP 87199",2003-06-25,4644483308715
1116,61,Female,6,161.1,60.2,24.6,50.6,29.7,1.61,1,Erica Elliott,smithkimberly@example.com,611-64-8096,734-307-3891,"9921 Kelsey Skyway Apt. 588, East Diana, CO 08794",1971-04-29,060453423349
1117,32,Female,9,168.0,98.8,44.9,179.5,34.0,1.11,0,Morgan Duncan,sean56@example.net,687-89-9321,(717)979-1347x7969,"996 Rodriguez Vista Apt. 680, Rivasburgh, OH 28116",1950-12-01,4465815267707128741
1118,46,Female,14,183.5,95.0,25.8,93.6,24.3,0.25,0,Cheryl Nash,shawnroach@example.net,967-46-5539,001-672-312-7262x175,"70944 King Mills, Velasquezside, MD 27769",1990-01-05,180077759775505
1119,66,Female,6,135.0,104.8,23.4,19.8,43.4,1.27,0,George Watson,riceryan@example.org,515-32-7660,810.617.9661x69667,"0799 Singh Junction, East Kristinaport, KY 08188",1984-04-17,4366151512119
1120,54,Male,4,164.9,115.6,18.3,246.9,33.9,2.05,0,Todd Pacheco,christina28@example.net,844-60-8528,788.296.5890x006,"85939 Moreno Radial Apt. 205, North Jeffreyfort, KY 30329",2002-02-24,501862700959
1121,69,Female,4,150.5,98.4,25.1,74.2,26.4,0.34,1,Carolyn Lang,lisa95@example.com,773-91-5532,+1-298-629-8026x332,"32516 Drake Forks Suite 070, Garnerburgh, WV 30182",1972-09-21,38486931771791
1122,34,Female,10,94.3,60.9,22.7,257.5,30.1,0.27,0,Robert Nelson,dmcfarland@example.org,368-28-7733,+1-695-939-6384x340,"56903 Janet Fords, Hoodfort, AL 81222",1963-06-02,2540317773606521
1123,46,Male,12,73.3,67.0,37.1,202.3,39.8,0.47,1,Sarah Huber,zcampbell@example.net,500-73-1098,+1-863-271-0284x31997,"093 Schneider Radial, Bryanchester, WA 45182",1935-03-15,4169662331248332
1124,65,Male,4,107.0,109.0,21.6,214.1,22.4,1.93,1,Timothy Bell,michael61@example.net,937-32-5153,001-861-308-6135x1030,"87522 Gaines Prairie, New Elizabeth, MH 52943",1980-11-05,30234304396806
1125,47,Female,0,127.6,64.7,33.1,67.6,25.9,1.84,1,Danielle Greene MD,youngsharon@example.com,176-93-7867,254-390-5078,"54784 Allen Prairie Suite 664, Lake Jenniferchester, NV 33674",1969-02-23,2556681633282166
1126,29,Male,7,150.2,55.1,12.6,76.1,36.3,1.46,1,Meghan Scott,phernandez@example.org,810-93-8689,(543)209-9148,"5249 William Glen Suite 088, Cameronberg, GA 30431",1940-09-08,4868690783404909
1127,46,Female,11,180.5,99.2,17.7,151.1,26.5,1.22,1,William Hines,wattsjoseph@example.com,718-89-8773,001-534-459-4668x88758,"48104 Brown Shores Suite 958, Wilsonborough, NY 56793",1944-01-04,4855665243146956
1128,77,Female,10,95.5,78.2,26.3,59.9,39.4,2.23,0,Kristen Galvan,silvachristine@example.org,772-80-7946,502.289.1841x3979,"9664 Holt Parkways, West Michellefort, LA 95031",1951-04-20,4626028975961738
1129,67,Male,0,86.3,114.4,47.5,94.7,21.5,1.94,1,Mackenzie Elliott,pingram@example.com,558-92-4404,(865)425-9677x12604,"646 Allen Mount, South Pamela, NJ 46822",1979-01-19,4289372483408583006
1130,77,Female,3,195.3,95.5,25.1,98.9,38.6,2.05,0,Jessica Rodgers,michaelperry@example.org,704-59-8267,(793)413-4458x5664,"8633 Karen Trace, South Briannastad, WY 15010",2004-06-27,570654945890
1131,42,Female,14,84.0,56.3,36.6,56.7,19.8,2.05,0,Daniel Fisher,virginiarogers@example.net,856-21-5870,579-883-3291,"9600 Theresa Spur Suite 891, Jessicaland, CO 40819",1982-06-24,3518083050149116
1132,67,Female,8,132.2,116.3,20.2,68.6,18.3,1.64,0,Justin Villa,smithmatthew@example.net,400-38-2203,(387)954-9443,"986 David Plains Suite 786, East Nicholehaven, PR 61761",1957-03-13,4151657181153335
1133,76,Female,13,146.1,68.1,15.1,220.8,42.3,1.2,1,Julia Cox,scharles@example.org,917-85-2654,+1-258-775-1936,"18472 Phillips Ridges, Michaelchester, SC 24653",1946-07-16,3580516389372183
1134,50,Male,8,140.4,73.6,12.3,58.6,33.7,2.18,1,Donna Escobar,lisafisher@example.net,783-94-1004,001-726-920-9739,"96981 Angela Fork, South Michellechester, IN 11497",1975-01-20,373889142561120
1135,63,Male,4,81.2,78.2,22.2,22.4,27.5,2.32,1,Christina Freeman,vernon29@example.net,314-15-9926,001-347-312-1403,"62834 Rhonda Flat, Amandaside, PW 85906",1953-10-23,4606237529751933584
1136,68,Female,3,77.4,53.6,16.3,179.3,24.3,0.16,1,Kevin Terrell,beckcesar@example.com,161-72-2828,(273)887-7404x476,"2530 Meyer Hollow, Billyshire, NM 97152",1993-09-15,3593799010713141
1137,37,Male,2,83.7,84.8,17.0,269.7,34.7,0.22,0,Susan Turner,matthewsdaniel@example.net,834-68-6217,(241)990-8657x61969,"PSC 2130, Box 2874, APO AA 19130",2004-06-05,4154556876531
1138,46,Female,2,146.1,58.6,40.4,101.4,31.7,2.4,1,Alex Berger,chernandez@example.net,859-29-7403,001-330-258-8357,"62220 Rebecca Parkway, North Lindsayview, FL 95197",1958-12-21,180073359928958
1139,56,Female,11,140.8,78.1,10.6,46.0,44.8,0.77,1,Andrew Contreras,allentom@example.com,725-92-8960,(282)670-7620,"5473 Brittney Fort, Stuartland, CT 37538",1985-12-29,2267844734430247
1140,21,Female,4,100.4,74.5,32.3,163.9,44.5,2.2,0,Kyle Howard,khall@example.com,757-96-7189,(847)212-6004x687,"56541 Bryan Vista, Lake Karaside, KY 70165",1997-06-22,4514052329287
1141,28,Female,9,152.9,104.1,25.2,251.6,35.1,1.03,0,Katie Flores,mpowell@example.net,911-81-7473,001-855-319-9343,"16367 Cassandra Brook Suite 253, Port Craigchester, WA 46242",2001-12-28,4267753708376375
1142,69,Female,0,176.6,106.2,30.3,219.6,30.0,0.39,0,Joshua Nash,mckayjeffery@example.com,474-61-8875,(672)361-6381x340,"012 Kimberly Row Apt. 855, Zunigaville, DE 60065",1942-03-10,6569425453542630
1143,55,Male,4,75.4,60.7,32.5,177.5,31.3,0.29,0,Kayla Holt,mstewart@example.org,884-78-1438,776.548.4931x156,"678 Jamie Vista, Beckerside, MT 51127",1993-05-02,3562241724513662
1144,72,Female,5,134.8,75.7,22.5,97.2,36.4,0.48,0,Zachary Rice,richard29@example.com,903-85-5904,517.890.6993x758,"04638 Berry Road, Barbermouth, NE 46925",1949-10-16,6589678855025408
1145,35,Male,15,159.6,76.1,21.8,156.4,20.7,0.7,0,Samuel Nelson,courtneydyer@example.net,634-86-8386,785-378-5853,"5260 Jamie Orchard, South Andrewtown, WI 27940",1993-05-23,4286398592952662
1146,67,Male,6,102.8,60.6,39.3,38.8,26.9,1.27,0,Jeremy Higgins,yolanda33@example.net,936-96-1246,+1-870-754-7446x636,"278 Daniels Mountain Apt. 329, Stacyport, VI 57338",1951-06-22,4952777926189120
1147,76,Female,11,110.0,105.9,44.9,192.2,20.0,1.78,1,Amanda Webb,browncharles@example.com,201-15-8846,(248)941-0612,"1444 Michael Stravenue, South Brandon, IN 60265",1977-07-27,2228838340301501
1148,42,Female,15,149.8,99.5,17.7,204.3,20.0,2.47,1,Mary Odonnell,xdillon@example.org,989-67-1523,+1-218-927-4478x6396,"9884 Thomas Prairie Apt. 595, East Toniport, SD 13726",1935-09-27,180047070056950
1149,34,Female,8,186.7,63.3,13.9,266.9,23.3,1.16,0,Jamie Mckay,xjones@example.com,537-84-4645,227.307.2826,"5388 Robert Gardens Apt. 262, Lake Monicashire, TN 75371",1940-09-11,30141196215954
1150,46,Female,2,175.3,75.7,45.9,83.0,31.1,1.34,0,Christopher Shaw,heidi65@example.com,728-26-4950,001-545-916-4802,"5786 Julie Passage, Lake Danielview, AS 88180",1978-05-14,569898244607
1151,48,Female,14,145.8,57.4,24.0,19.8,39.2,1.35,1,Lorraine King,frenchalexis@example.net,566-46-6583,898.488.9448x97198,"12837 Tina Drives, East Timothy, CO 66049",2003-11-11,060459828194
1152,43,Male,15,164.9,94.0,32.1,157.4,31.1,1.39,0,Susan Baker,mcdonaldrachel@example.com,982-49-5433,551-744-8267,"67508 Brian Valleys, Lake Penny, IN 69665",1986-05-13,30076602817466
1153,34,Female,1,117.4,58.5,24.4,199.5,27.1,1.34,0,Andrea Davis,christinetaylor@example.net,268-79-9030,4022062727,"882 Weiss Mission, Nicolebury, SC 09967",1992-12-26,4530786549084411
1154,44,Female,15,153.3,119.0,15.0,221.3,20.2,0.12,0,Michael Kelley,kennethsanders@example.net,453-84-8303,326.841.5919x996,"548 Pruitt Lodge, Tammyfurt, AL 02536",1995-06-24,4032279895411373
1155,22,Male,13,130.6,104.6,33.6,65.6,32.9,0.1,0,Leslie Doyle,wilsonrobyn@example.com,495-18-8517,(866)318-9689x342,"Unit 8591 Box 3403, DPO AA 34011",1970-08-16,3543033029427597
1156,65,Male,2,94.7,77.3,31.0,83.3,25.3,0.33,0,Caleb Espinoza DDS,ian82@example.org,360-96-9962,(604)613-4391x98204,"80493 Thomas Valley Apt. 320, Port Michael, MT 76625",1957-08-09,3522553741790555
1157,46,Female,11,161.2,90.5,18.1,148.8,34.6,0.34,1,Victor Mahoney,matthewadams@example.org,227-79-2566,+1-772-952-9262x9605,"61905 Donald Lock, West Daniel, WY 51665",1945-10-30,4839460133658347116
1158,34,Male,8,142.3,113.8,28.1,101.3,44.4,1.79,0,James Stewart,martinezdouglas@example.net,152-39-2336,(598)640-7896,"2636 Janet Spring, Silvaburgh, MA 21692",2007-08-13,4674409098222177
1159,79,Female,11,116.6,88.8,41.9,239.6,21.0,0.59,0,Summer Chavez,nenglish@example.net,339-76-9306,001-339-599-6862x7436,"188 Pham Forest Suite 462, North Reneebury, IN 16138",1988-06-07,6548467149457175
1160,76,Male,6,188.5,62.2,33.6,138.7,23.7,2.25,0,Derrick Smith,mthornton@example.com,190-54-8533,(341)969-0008,"Unit 3050 Box 2288, DPO AP 90459",1936-01-24,3500150709274270
1161,71,Male,8,72.7,76.5,13.9,223.7,30.8,2.33,1,Jennifer Forbes,kevinnguyen@example.net,240-95-6365,540-246-1057,"290 Rodriguez Inlet, Port Brianna, NY 30334",1981-05-26,344331621943822
1162,27,Female,12,111.1,109.0,31.9,166.5,44.2,2.44,1,Robert Moore,victoriaevans@example.com,479-89-1735,+1-846-413-1785x982,"3076 Garza Forest Apt. 085, Port Jeffrey, WI 43567",2005-05-23,6011413879604915
1163,23,Male,1,77.4,95.1,38.1,216.8,38.8,2.35,0,Selena Thompson,nherrera@example.org,961-15-4655,001-965-892-1655x4372,"PSC 8012, Box 5330, APO AA 75036",1997-01-31,373585957291999
1164,67,Male,4,169.6,95.6,41.7,101.8,42.3,0.75,0,Michael Hanson,ronaldsmith@example.com,753-62-5534,001-750-428-4196x411,"282 Gonzalez Vista, South Codyville, OH 54081",1972-03-28,4311295525670511
1165,43,Male,12,161.3,110.7,35.2,232.0,27.0,1.32,0,Shawn Ashley,hpotts@example.com,501-60-8892,8735081633,"78335 Molly Valleys Apt. 452, Michaelfurt, MN 70438",1987-07-11,4034525567512
1166,66,Male,3,113.1,112.6,16.1,86.7,44.8,0.52,0,Matthew Allen Jr.,allenjennifer@example.com,375-58-8463,550-483-0513x30484,"USNV Barber, FPO AE 67400",1995-03-28,4549708335383170500
1167,63,Male,14,157.8,114.4,38.4,157.5,20.8,2.03,1,Brittany Harris,colin71@example.net,531-77-3190,001-389-543-7367x0080,"260 Katherine Cliff, Georgefort, MO 07974",1937-01-25,4098084926844119201
1168,67,Male,1,121.5,56.6,37.1,70.9,19.4,2.23,1,Jonathan Berry,jennifer81@example.net,366-97-2562,+1-435-588-9306x98266,"34742 Christina Ferry Suite 250, Emilyport, TN 13018",1984-07-26,675992422021
1169,80,Female,15,168.3,88.1,11.0,139.1,41.1,2.14,0,Johnny Castro,abigail53@example.org,484-44-3350,001-966-426-6299x10788,"5174 Snyder Parks, Harveyshire, MN 44357",1980-12-21,4043025795135
1170,65,Female,8,129.0,101.8,26.5,98.0,43.0,1.14,0,Scott Mcfarland,william48@example.org,259-60-9885,+1-777-364-0467x2909,"70449 Janet Plain, Scottfurt, ID 20168",1971-10-18,4648141284452046313
1171,38,Male,8,123.6,103.0,23.3,84.6,20.4,1.92,1,Ryan Lee,john92@example.org,576-30-4089,617.586.2539,"122 Grimes Wall, West Nicholasburgh, WA 89571",1997-05-15,180053163545594
1172,78,Female,5,191.5,92.5,36.8,267.4,21.1,0.33,1,David Browning,henrycrystal@example.net,160-53-9317,961.949.5358x0828,"16456 Tyler Mountain, Johnfort, CA 98048",1976-11-12,3522273578143790
1173,58,Female,10,102.6,61.7,18.6,56.8,18.9,0.2,0,Jacob Martin,pwilliams@example.com,949-39-2767,264.424.6443,"044 Gabriella Forges Suite 670, Lake Cheryl, KY 22943",2005-01-22,6011762411493777
1174,55,Female,5,85.7,105.8,33.6,220.5,20.8,1.91,0,Adrian Allen,hpatel@example.org,411-80-9080,(580)300-0506x8055,"3228 Michael Streets Suite 768, East Linda, LA 04600",1956-01-21,4022338475045089775
1175,71,Male,7,146.0,100.4,46.5,271.9,23.7,1.12,0,Matthew Hill,yatesemily@example.net,468-37-6825,001-581-442-1503x452,"333 Mack Burg, Williamsmouth, PA 32374",1937-03-17,4212264551018
1176,35,Female,5,196.0,56.0,41.9,20.2,44.2,2.49,1,Erin Gonzalez,sandra14@example.com,803-17-8720,889.863.2185,"10099 Donald Gateway Apt. 287, Bassfort, PR 17257",1989-02-17,3547811416892382
1177,45,Male,0,119.1,82.5,46.9,197.4,36.0,0.33,1,Shelia Shaw,destinyrodriguez@example.com,607-54-4215,992-258-7305,"162 Jones Springs Apt. 627, Anaborough, OK 44852",1996-07-19,3553282386942238
